Fecha;Tipo vacuna;Territorio;Medida;Valor;
07/02/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;400230;
07/02/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;374030;
07/02/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;93,45376408565075;
07/02/2021;Moderna;Andalucía;Dosis recibidas ;16600;
07/02/2021;Moderna;Andalucía;Dosis administradas ;6563;
07/02/2021;Moderna;Andalucía;Porcentaje adm/recib;39,536144578313255;
07/02/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
07/02/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;8;
07/02/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
07/02/2021;Janssen;Andalucía;Dosis recibidas ;0;
07/02/2021;Janssen;Andalucía;Dosis administradas ;0;
07/02/2021;Janssen;Andalucía;Porcentaje adm/recib;;
06/02/2021;TOTAL;Andalucía;Dosis recibidas ;416830;
06/02/2021;TOTAL;Andalucía;Dosis administradas ;380012;
06/02/2021;TOTAL;Andalucía;Porcentaje adm/recib;91,16714248014777;
06/02/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;400230;
06/02/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;373446;
06/02/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;93,30784798740724;
06/02/2021;Moderna;Andalucía;Dosis recibidas ;16600;
06/02/2021;Moderna;Andalucía;Dosis administradas ;6561;
06/02/2021;Moderna;Andalucía;Porcentaje adm/recib;39,524096385542165;
06/02/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
06/02/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;5;
06/02/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
06/02/2021;Janssen;Andalucía;Dosis recibidas ;0;
06/02/2021;Janssen;Andalucía;Dosis administradas ;0;
06/02/2021;Janssen;Andalucía;Porcentaje adm/recib;;
05/02/2021;TOTAL;Andalucía;Dosis recibidas ;416830;
05/02/2021;TOTAL;Andalucía;Dosis administradas ;365450;
05/02/2021;TOTAL;Andalucía;Porcentaje adm/recib;87,67363193628098;
05/02/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;400230;
05/02/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;358996;
05/02/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;89,6974239812108;
05/02/2021;Moderna;Andalucía;Dosis recibidas ;16600;
05/02/2021;Moderna;Andalucía;Dosis administradas ;6449;
05/02/2021;Moderna;Andalucía;Porcentaje adm/recib;38,84939759036145;
05/02/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
05/02/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;5;
05/02/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
05/02/2021;Janssen;Andalucía;Dosis recibidas ;0;
05/02/2021;Janssen;Andalucía;Dosis administradas ;0;
05/02/2021;Janssen;Andalucía;Porcentaje adm/recib;;
04/02/2021;TOTAL;Andalucía;Dosis recibidas ;416830;
04/02/2021;TOTAL;Andalucía;Dosis administradas ;347476;
04/02/2021;TOTAL;Andalucía;Porcentaje adm/recib;83,36156226759111;
04/02/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;400230;
04/02/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;341024;
04/02/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;85,20700597156635;
04/02/2021;Moderna;Andalucía;Dosis recibidas ;16600;
04/02/2021;Moderna;Andalucía;Dosis administradas ;6447;
04/02/2021;Moderna;Andalucía;Porcentaje adm/recib;38,83734939759036;
04/02/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
04/02/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;5;
04/02/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
04/02/2021;Janssen;Andalucía;Dosis recibidas ;0;
04/02/2021;Janssen;Andalucía;Dosis administradas ;0;
04/02/2021;Janssen;Andalucía;Porcentaje adm/recib;;
03/02/2021;TOTAL;Andalucía;Dosis recibidas ;416830;
03/02/2021;TOTAL;Andalucía;Dosis administradas ;331857;
03/02/2021;TOTAL;Andalucía;Porcentaje adm/recib;79,61447112731808;
03/02/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;400230;
03/02/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;325405;
03/02/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;81,30449991255028;
03/02/2021;Moderna;Andalucía;Dosis recibidas ;16600;
03/02/2021;Moderna;Andalucía;Dosis administradas ;6447;
03/02/2021;Moderna;Andalucía;Porcentaje adm/recib;38,83734939759036;
03/02/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
03/02/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;5;
03/02/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
03/02/2021;Janssen;Andalucía;Dosis recibidas ;0;
03/02/2021;Janssen;Andalucía;Dosis administradas ;0;
03/02/2021;Janssen;Andalucía;Porcentaje adm/recib;;
02/02/2021;TOTAL;Andalucía;Dosis recibidas ;330980;
02/02/2021;TOTAL;Andalucía;Dosis administradas ;315425;
02/02/2021;TOTAL;Andalucía;Porcentaje adm/recib;95,30032026104296;
02/02/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;324180;
02/02/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;308978;
02/02/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;95,31062989697082;
02/02/2021;Moderna;Andalucía;Dosis recibidas ;6800;
02/02/2021;Moderna;Andalucía;Dosis administradas ;6443;
02/02/2021;Moderna;Andalucía;Porcentaje adm/recib;94,75;
02/02/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
02/02/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;4;
02/02/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
02/02/2021;Janssen;Andalucía;Dosis recibidas ;0;
02/02/2021;Janssen;Andalucía;Dosis administradas ;0;
02/02/2021;Janssen;Andalucía;Porcentaje adm/recib;;
01/02/2021;TOTAL;Andalucía;Dosis recibidas ;330980;
01/02/2021;TOTAL;Andalucía;Dosis administradas ;301443;
01/02/2021;TOTAL;Andalucía;Porcentaje adm/recib;91,07589582452111;
01/02/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;324180;
01/02/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;294998;
01/02/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;90,99821087050404;
01/02/2021;Moderna;Andalucía;Dosis recibidas ;6800;
01/02/2021;Moderna;Andalucía;Dosis administradas ;6443;
01/02/2021;Moderna;Andalucía;Porcentaje adm/recib;94,75;
01/02/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
01/02/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
01/02/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
01/02/2021;Janssen;Andalucía;Dosis recibidas ;0;
01/02/2021;Janssen;Andalucía;Dosis administradas ;0;
01/02/2021;Janssen;Andalucía;Porcentaje adm/recib;;
31/01/2021;TOTAL;Andalucía;Dosis recibidas ;330980;
31/01/2021;TOTAL;Andalucía;Dosis administradas ;300610;
31/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;90,82421898604144;
31/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;324180;
31/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;294165;
31/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;90,74125485841199;
31/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
31/01/2021;Moderna;Andalucía;Dosis administradas ;6443;
31/01/2021;Moderna;Andalucía;Porcentaje adm/recib;94,75;
31/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
31/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
31/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
31/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
31/01/2021;Janssen;Andalucía;Dosis administradas ;0;
31/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
30/01/2021;TOTAL;Andalucía;Dosis recibidas ;330980;
30/01/2021;TOTAL;Andalucía;Dosis administradas ;299600;
30/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;90,51906459604811;
30/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;324180;
30/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;293155;
30/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;90,42969954963293;
30/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
30/01/2021;Moderna;Andalucía;Dosis administradas ;6443;
30/01/2021;Moderna;Andalucía;Porcentaje adm/recib;94,75;
30/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
30/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
30/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
30/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
30/01/2021;Janssen;Andalucía;Dosis administradas ;0;
30/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
29/01/2021;TOTAL;Andalucía;Dosis recibidas ;330980;
29/01/2021;TOTAL;Andalucía;Dosis administradas ;285425;
29/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;86,23632847906218;
29/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;324180;
29/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;278980;
29/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;86,05712875562959;
29/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
29/01/2021;Moderna;Andalucía;Dosis administradas ;6443;
29/01/2021;Moderna;Andalucía;Porcentaje adm/recib;94,75;
29/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
29/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
29/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
29/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
29/01/2021;Janssen;Andalucía;Dosis administradas ;0;
29/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
28/01/2021;TOTAL;Andalucía;Dosis recibidas ;330980;
28/01/2021;TOTAL;Andalucía;Dosis administradas ;267710;
28/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;80,88404133180252;
28/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;324180;
28/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;261265;
28/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;80,59257202788575;
28/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
28/01/2021;Moderna;Andalucía;Dosis administradas ;6443;
28/01/2021;Moderna;Andalucía;Porcentaje adm/recib;94,75;
28/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
28/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
28/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
28/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
28/01/2021;Janssen;Andalucía;Dosis administradas ;0;
28/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
27/01/2021;TOTAL;Andalucía;Dosis recibidas ;330980;
27/01/2021;TOTAL;Andalucía;Dosis administradas ;259550;
27/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;78,41863556710376;
27/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;324180;
27/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;253249;
27/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;78,11987167622925;
27/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
27/01/2021;Moderna;Andalucía;Dosis administradas ;6299;
27/01/2021;Moderna;Andalucía;Porcentaje adm/recib;92,63235294117646;
27/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
27/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
27/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
27/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
27/01/2021;Janssen;Andalucía;Dosis administradas ;0;
27/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
26/01/2021;TOTAL;Andalucía;Dosis recibidas ;251420;
26/01/2021;TOTAL;Andalucía;Dosis administradas ;243945;
26/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;97,02688728024819;
26/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;244620;
26/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;237664;
26/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;97,1564058539776;
26/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
26/01/2021;Moderna;Andalucía;Dosis administradas ;6279;
26/01/2021;Moderna;Andalucía;Porcentaje adm/recib;92,33823529411764;
26/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
26/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
26/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
26/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
26/01/2021;Janssen;Andalucía;Dosis administradas ;0;
26/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
25/01/2021;TOTAL;Andalucía;Dosis recibidas ;251420;
25/01/2021;TOTAL;Andalucía;Dosis administradas ;228362;
25/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;90,82889189404185;
25/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;244620;
25/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;222258;
25/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;90,85847436840815;
25/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
25/01/2021;Moderna;Andalucía;Dosis administradas ;6102;
25/01/2021;Moderna;Andalucía;Porcentaje adm/recib;89,73529411764706;
25/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
25/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
25/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
25/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
25/01/2021;Janssen;Andalucía;Dosis administradas ;0;
25/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
24/01/2021;TOTAL;Andalucía;Dosis recibidas ;251420;
24/01/2021;TOTAL;Andalucía;Dosis administradas ;226859;
24/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;90,23108742343489;
24/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;244620;
24/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;220755;
24/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;90,24405199901888;
24/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
24/01/2021;Moderna;Andalucía;Dosis administradas ;6102;
24/01/2021;Moderna;Andalucía;Porcentaje adm/recib;89,73529411764706;
24/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
24/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
24/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
24/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
24/01/2021;Janssen;Andalucía;Dosis administradas ;0;
24/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
23/01/2021;TOTAL;Andalucía;Dosis recibidas ;251420;
23/01/2021;TOTAL;Andalucía;Dosis administradas ;223658;
23/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;88,9579190199666;
23/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;244620;
23/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;217678;
23/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;88,98618265064181;
23/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
23/01/2021;Moderna;Andalucía;Dosis administradas ;5978;
23/01/2021;Moderna;Andalucía;Porcentaje adm/recib;87,91176470588236;
23/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
23/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
23/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
23/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
23/01/2021;Janssen;Andalucía;Dosis administradas ;0;
23/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
22/01/2021;TOTAL;Andalucía;Dosis recibidas ;251420;
22/01/2021;TOTAL;Andalucía;Dosis administradas ;211822;
22/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;84,25025853154085;
22/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;244620;
22/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;206299;
22/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;84,33447796582453;
22/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
22/01/2021;Moderna;Andalucía;Dosis administradas ;5521;
22/01/2021;Moderna;Andalucía;Porcentaje adm/recib;81,19117647058823;
22/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
22/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
22/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
22/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
22/01/2021;Janssen;Andalucía;Dosis administradas ;0;
22/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
21/01/2021;TOTAL;Andalucía;Dosis recibidas ;251420;
21/01/2021;TOTAL;Andalucía;Dosis administradas ;196347;
21/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;78,09521915519846;
21/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;244620;
21/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;191889;
21/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;78,44370860927152;
21/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
21/01/2021;Moderna;Andalucía;Dosis administradas ;4456;
21/01/2021;Moderna;Andalucía;Porcentaje adm/recib;65,52941176470588;
21/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
21/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
21/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
21/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
21/01/2021;Janssen;Andalucía;Dosis administradas ;0;
21/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
20/01/2021;TOTAL;Andalucía;Dosis recibidas ;251420;
20/01/2021;TOTAL;Andalucía;Dosis administradas ;176671;
20/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;70,26927054331398;
20/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;244620;
20/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;172716;
20/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;70,60583762570516;
20/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
20/01/2021;Moderna;Andalucía;Dosis administradas ;3953;
20/01/2021;Moderna;Andalucía;Porcentaje adm/recib;58,13235294117647;
20/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
20/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;2;
20/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
20/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
20/01/2021;Janssen;Andalucía;Dosis administradas ;0;
20/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
19/01/2021;TOTAL;Andalucía;Dosis recibidas ;216320;
19/01/2021;TOTAL;Andalucía;Dosis administradas ;164547;
19/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;76,06647559171597;
19/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;209520;
19/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;161213;
19/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;76,94396716303933;
19/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
19/01/2021;Moderna;Andalucía;Dosis administradas ;3333;
19/01/2021;Moderna;Andalucía;Porcentaje adm/recib;49,01470588235294;
19/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
19/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1;
19/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
19/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
19/01/2021;Janssen;Andalucía;Dosis administradas ;0;
19/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
18/01/2021;TOTAL;Andalucía;Dosis recibidas ;216320;
18/01/2021;TOTAL;Andalucía;Dosis administradas ;154351;
18/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;71,35308801775147;
18/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;209520;
18/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;151490;
18/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;72,30336006109201;
18/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
18/01/2021;Moderna;Andalucía;Dosis administradas ;2860;
18/01/2021;Moderna;Andalucía;Porcentaje adm/recib;42,05882352941177;
18/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
18/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1;
18/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
18/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
18/01/2021;Janssen;Andalucía;Dosis administradas ;0;
18/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
17/01/2021;TOTAL;Andalucía;Dosis recibidas ;216320;
17/01/2021;TOTAL;Andalucía;Dosis administradas ;152267;
17/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;70,38970044378698;
17/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;209520;
17/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;150745;
17/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;71,94778541428026;
17/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
17/01/2021;Moderna;Andalucía;Dosis administradas ;1521;
17/01/2021;Moderna;Andalucía;Porcentaje adm/recib;22,36764705882353;
17/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
17/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1;
17/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
17/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
17/01/2021;Janssen;Andalucía;Dosis administradas ;0;
17/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
16/01/2021;TOTAL;Andalucía;Dosis recibidas ;216320;
16/01/2021;TOTAL;Andalucía;Dosis administradas ;149830;
16/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;69,26312869822485;
16/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;209520;
16/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;149827;
16/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;71,50964108438336;
16/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
16/01/2021;Moderna;Andalucía;Dosis administradas ;2;
16/01/2021;Moderna;Andalucía;Porcentaje adm/recib;0,02941176470588235;
16/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
16/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;1;
16/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;-;
16/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
16/01/2021;Janssen;Andalucía;Dosis administradas ;0;
16/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
15/01/2021;TOTAL;Andalucía;Dosis recibidas ;216320;
15/01/2021;TOTAL;Andalucía;Dosis administradas ;139219;
15/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;64,35789571005918;
15/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;209520;
15/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;139217;
15/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;66,44568537609776;
15/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
15/01/2021;Moderna;Andalucía;Dosis administradas ;2;
15/01/2021;Moderna;Andalucía;Porcentaje adm/recib;0,02941176470588235;
15/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
15/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;0;
15/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;;
15/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
15/01/2021;Janssen;Andalucía;Dosis administradas ;0;
15/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
14/01/2021;TOTAL;Andalucía;Dosis recibidas ;216320;
14/01/2021;TOTAL;Andalucía;Dosis administradas ;125545;
14/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;58,03670488165681;
14/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;209520;
14/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;125544;
14/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;59,919816723940436;
14/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
14/01/2021;Moderna;Andalucía;Dosis administradas ;1;
14/01/2021;Moderna;Andalucía;Porcentaje adm/recib;0,014705882352941175;
14/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
14/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;0;
14/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;;
14/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
14/01/2021;Janssen;Andalucía;Dosis administradas ;0;
14/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
13/01/2021;TOTAL;Andalucía;Dosis recibidas ;216320;
13/01/2021;TOTAL;Andalucía;Dosis administradas ;111674;
13/01/2021;TOTAL;Andalucía;Porcentaje adm/recib;51,62444526627219;
13/01/2021;Pfizer/BioNtech;Andalucía;Dosis recibidas ;209520;
13/01/2021;Pfizer/BioNtech;Andalucía;Dosis administradas ;111673;
13/01/2021;Pfizer/BioNtech;Andalucía;Porcentaje adm/recib;53,29944635357007;
13/01/2021;Moderna;Andalucía;Dosis recibidas ;6800;
13/01/2021;Moderna;Andalucía;Dosis administradas ;1;
13/01/2021;Moderna;Andalucía;Porcentaje adm/recib;0,014705882352941175;
13/01/2021;AstraZeneca/Oxford;Andalucía;Dosis recibidas ;0;
13/01/2021;AstraZeneca/Oxford;Andalucía;Dosis administradas ;0;
13/01/2021;AstraZeneca/Oxford;Andalucía;Porcentaje adm/recib;;
13/01/2021;Janssen;Andalucía;Dosis recibidas ;0;
13/01/2021;Janssen;Andalucía;Dosis administradas ;0;
13/01/2021;Janssen;Andalucía;Porcentaje adm/recib;;
12/01/2021;TOTAL;Andalucía;Dosis recibidas ;140295;
