Fecha;Territorio;Tipo vacuna;Medida;Valor;
02/07/2021;Sevilla;TOTAL;Dosis administradas;1778730;
02/07/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1286466;
02/07/2021;Sevilla;Moderna;Dosis administradas;154566;
02/07/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;303017;
02/07/2021;Sevilla;Janssen;Dosis administradas;34681;
02/07/2021;Sevilla;Novavax;Dosis administradas;;
01/07/2021;Andalucía;TOTAL;Dosis administradas;7678748;
01/07/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;5498152;
01/07/2021;Andalucía;Moderna;Dosis administradas;680614;
01/07/2021;Andalucía;AstraZeneca/Oxford;Dosis administradas;1347875;
01/07/2021;Andalucía;Janssen;Dosis administradas;152107;
01/07/2021;Andalucía;Novavax;Dosis administradas;;
01/07/2021;Almería;TOTAL;Dosis administradas;645813;
01/07/2021;Almería;Pfizer/BioNtech;Dosis administradas;438578;
01/07/2021;Almería;Moderna;Dosis administradas;72356;
01/07/2021;Almería;AstraZeneca/Oxford;Dosis administradas;117673;
01/07/2021;Almería;Janssen;Dosis administradas;17206;
01/07/2021;Almería;Novavax;Dosis administradas;;
01/07/2021;Cádiz;TOTAL;Dosis administradas;1131285;
01/07/2021;Cádiz;Pfizer/BioNtech;Dosis administradas;817680;
01/07/2021;Cádiz;Moderna;Dosis administradas;86392;
01/07/2021;Cádiz;AstraZeneca/Oxford;Dosis administradas;197064;
01/07/2021;Cádiz;Janssen;Dosis administradas;30149;
01/07/2021;Cádiz;Novavax;Dosis administradas;;
01/07/2021;Córdoba;TOTAL;Dosis administradas;775821;
01/07/2021;Córdoba;Pfizer/BioNtech;Dosis administradas;549815;
01/07/2021;Córdoba;Moderna;Dosis administradas;71116;
01/07/2021;Córdoba;AstraZeneca/Oxford;Dosis administradas;139499;
01/07/2021;Córdoba;Janssen;Dosis administradas;15391;
01/07/2021;Córdoba;Novavax;Dosis administradas;;
01/07/2021;Granada;TOTAL;Dosis administradas;847109;
01/07/2021;Granada;Pfizer/BioNtech;Dosis administradas;597840;
01/07/2021;Granada;Moderna;Dosis administradas;83870;
01/07/2021;Granada;AstraZeneca/Oxford;Dosis administradas;154813;
01/07/2021;Granada;Janssen;Dosis administradas;10586;
01/07/2021;Granada;Novavax;Dosis administradas;;
01/07/2021;Huelva;TOTAL;Dosis administradas;465392;
01/07/2021;Huelva;Pfizer/BioNtech;Dosis administradas;314931;
01/07/2021;Huelva;Moderna;Dosis administradas;44851;
01/07/2021;Huelva;AstraZeneca/Oxford;Dosis administradas;89887;
01/07/2021;Huelva;Janssen;Dosis administradas;15723;
01/07/2021;Huelva;Novavax;Dosis administradas;;
01/07/2021;Jaén;TOTAL;Dosis administradas;599254;
01/07/2021;Jaén;Pfizer/BioNtech;Dosis administradas;421739;
01/07/2021;Jaén;Moderna;Dosis administradas;55516;
01/07/2021;Jaén;AstraZeneca/Oxford;Dosis administradas;110948;
01/07/2021;Jaén;Janssen;Dosis administradas;11051;
01/07/2021;Jaén;Novavax;Dosis administradas;;
01/07/2021;Málaga;TOTAL;Dosis administradas;1469617;
01/07/2021;Málaga;Pfizer/BioNtech;Dosis administradas;1094704;
01/07/2021;Málaga;Moderna;Dosis administradas;113205;
01/07/2021;Málaga;AstraZeneca/Oxford;Dosis administradas;243018;
01/07/2021;Málaga;Janssen;Dosis administradas;18690;
01/07/2021;Málaga;Novavax;Dosis administradas;;
01/07/2021;Sevilla;TOTAL;Dosis administradas;1744457;
01/07/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1262865;
01/07/2021;Sevilla;Moderna;Dosis administradas;153308;
01/07/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;294973;
01/07/2021;Sevilla;Janssen;Dosis administradas;33311;
01/07/2021;Sevilla;Novavax;Dosis administradas;;
30/06/2021;Andalucía;TOTAL;Dosis administradas;7529021;
30/06/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;5399377;
30/06/2021;Andalucía;Moderna;Dosis administradas;668258;
30/06/2021;Andalucía;AstraZeneca/Oxford;Dosis administradas;1316720;
30/06/2021;Andalucía;Janssen;Dosis administradas;144666;
30/06/2021;Andalucía;Novavax;Dosis administradas;;
30/06/2021;Almería;TOTAL;Dosis administradas;628829;
30/06/2021;Almería;Pfizer/BioNtech;Dosis administradas;428585;
30/06/2021;Almería;Moderna;Dosis administradas;70530;
30/06/2021;Almería;AstraZeneca/Oxford;Dosis administradas;115501;
30/06/2021;Almería;Janssen;Dosis administradas;14213;
30/06/2021;Almería;Novavax;Dosis administradas;;
30/06/2021;Cádiz;TOTAL;Dosis administradas;1110861;
30/06/2021;Cádiz;Pfizer/BioNtech;Dosis administradas;803084;
30/06/2021;Cádiz;Moderna;Dosis administradas;85751;
30/06/2021;Cádiz;AstraZeneca/Oxford;Dosis administradas;192568;
30/06/2021;Cádiz;Janssen;Dosis administradas;29458;
30/06/2021;Cádiz;Novavax;Dosis administradas;;
30/06/2021;Córdoba;TOTAL;Dosis administradas;761876;
30/06/2021;Córdoba;Pfizer/BioNtech;Dosis administradas;541080;
30/06/2021;Córdoba;Moderna;Dosis administradas;68585;
30/06/2021;Córdoba;AstraZeneca/Oxford;Dosis administradas;136860;
30/06/2021;Córdoba;Janssen;Dosis administradas;15351;
30/06/2021;Córdoba;Novavax;Dosis administradas;;
30/06/2021;Granada;TOTAL;Dosis administradas;830290;
30/06/2021;Granada;Pfizer/BioNtech;Dosis administradas;587020;
30/06/2021;Granada;Moderna;Dosis administradas;81976;
30/06/2021;Granada;AstraZeneca/Oxford;Dosis administradas;151759;
30/06/2021;Granada;Janssen;Dosis administradas;9535;
30/06/2021;Granada;Novavax;Dosis administradas;;
30/06/2021;Huelva;TOTAL;Dosis administradas;455435;
30/06/2021;Huelva;Pfizer/BioNtech;Dosis administradas;308924;
30/06/2021;Huelva;Moderna;Dosis administradas;43614;
30/06/2021;Huelva;AstraZeneca/Oxford;Dosis administradas;87407;
30/06/2021;Huelva;Janssen;Dosis administradas;15490;
30/06/2021;Huelva;Novavax;Dosis administradas;;
30/06/2021;Jaén;TOTAL;Dosis administradas;590276;
30/06/2021;Jaén;Pfizer/BioNtech;Dosis administradas;415359;
30/06/2021;Jaén;Moderna;Dosis administradas;55073;
30/06/2021;Jaén;AstraZeneca/Oxford;Dosis administradas;108893;
30/06/2021;Jaén;Janssen;Dosis administradas;10951;
30/06/2021;Jaén;Novavax;Dosis administradas;;
30/06/2021;Málaga;TOTAL;Dosis administradas;1441978;
30/06/2021;Málaga;Pfizer/BioNtech;Dosis administradas;1073802;
30/06/2021;Málaga;Moderna;Dosis administradas;112071;
30/06/2021;Málaga;AstraZeneca/Oxford;Dosis administradas;238255;
30/06/2021;Málaga;Janssen;Dosis administradas;17850;
30/06/2021;Málaga;Novavax;Dosis administradas;;
30/06/2021;Sevilla;TOTAL;Dosis administradas;1709476;
30/06/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1241523;
30/06/2021;Sevilla;Moderna;Dosis administradas;150658;
30/06/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;285477;
30/06/2021;Sevilla;Janssen;Dosis administradas;31818;
30/06/2021;Sevilla;Novavax;Dosis administradas;;
29/06/2021;Andalucía;TOTAL;Dosis administradas;7387735;
29/06/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;5301236;
29/06/2021;Andalucía;Moderna;Dosis administradas;656438;
29/06/2021;Andalucía;AstraZeneca/Oxford;Dosis administradas;1288620;
29/06/2021;Andalucía;Janssen;Dosis administradas;141441;
29/06/2021;Andalucía;Novavax;Dosis administradas;;
29/06/2021;Almería;TOTAL;Dosis administradas;618567;
29/06/2021;Almería;Pfizer/BioNtech;Dosis administradas;421718;
29/06/2021;Almería;Moderna;Dosis administradas;70125;
29/06/2021;Almería;AstraZeneca/Oxford;Dosis administradas;112997;
29/06/2021;Almería;Janssen;Dosis administradas;13727;
29/06/2021;Almería;Novavax;Dosis administradas;;
29/06/2021;Cádiz;TOTAL;Dosis administradas;1089933;
29/06/2021;Cádiz;Pfizer/BioNtech;Dosis administradas;789700;
29/06/2021;Cádiz;Moderna;Dosis administradas;83707;
29/06/2021;Cádiz;AstraZeneca/Oxford;Dosis administradas;187337;
29/06/2021;Cádiz;Janssen;Dosis administradas;29189;
29/06/2021;Cádiz;Novavax;Dosis administradas;;
29/06/2021;Córdoba;TOTAL;Dosis administradas;750096;
29/06/2021;Córdoba;Pfizer/BioNtech;Dosis administradas;532966;
29/06/2021;Córdoba;Moderna;Dosis administradas;66828;
29/06/2021;Córdoba;AstraZeneca/Oxford;Dosis administradas;135069;
29/06/2021;Córdoba;Janssen;Dosis administradas;15233;
29/06/2021;Córdoba;Novavax;Dosis administradas;;
29/06/2021;Granada;TOTAL;Dosis administradas;815124;
29/06/2021;Granada;Pfizer/BioNtech;Dosis administradas;578171;
29/06/2021;Granada;Moderna;Dosis administradas;79733;
29/06/2021;Granada;AstraZeneca/Oxford;Dosis administradas;148580;
29/06/2021;Granada;Janssen;Dosis administradas;8640;
29/06/2021;Granada;Novavax;Dosis administradas;;
29/06/2021;Huelva;TOTAL;Dosis administradas;445297;
29/06/2021;Huelva;Pfizer/BioNtech;Dosis administradas;302498;
29/06/2021;Huelva;Moderna;Dosis administradas;42228;
29/06/2021;Huelva;AstraZeneca/Oxford;Dosis administradas;85281;
29/06/2021;Huelva;Janssen;Dosis administradas;15290;
29/06/2021;Huelva;Novavax;Dosis administradas;;
29/06/2021;Jaén;TOTAL;Dosis administradas;580715;
29/06/2021;Jaén;Pfizer/BioNtech;Dosis administradas;408175;
29/06/2021;Jaén;Moderna;Dosis administradas;55056;
29/06/2021;Jaén;AstraZeneca/Oxford;Dosis administradas;106751;
29/06/2021;Jaén;Janssen;Dosis administradas;10733;
29/06/2021;Jaén;Novavax;Dosis administradas;;
29/06/2021;Málaga;TOTAL;Dosis administradas;1412244;
29/06/2021;Málaga;Pfizer/BioNtech;Dosis administradas;1050830;
29/06/2021;Málaga;Moderna;Dosis administradas;111005;
29/06/2021;Málaga;AstraZeneca/Oxford;Dosis administradas;233024;
29/06/2021;Málaga;Janssen;Dosis administradas;17385;
29/06/2021;Málaga;Novavax;Dosis administradas;;
29/06/2021;Sevilla;TOTAL;Dosis administradas;1675759;
29/06/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1217178;
29/06/2021;Sevilla;Moderna;Dosis administradas;147756;
29/06/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;279581;
29/06/2021;Sevilla;Janssen;Dosis administradas;31244;
29/06/2021;Sevilla;Novavax;Dosis administradas;;
28/06/2021;Andalucía;TOTAL;Dosis administradas;7266594;
28/06/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;5222913;
28/06/2021;Andalucía;Moderna;Dosis administradas;646261;
28/06/2021;Andalucía;AstraZeneca/Oxford;Dosis administradas;1259291;
28/06/2021;Andalucía;Janssen;Dosis administradas;138129;
28/06/2021;Andalucía;Novavax;Dosis administradas;;
28/06/2021;Almería;TOTAL;Dosis administradas;609639;
28/06/2021;Almería;Pfizer/BioNtech;Dosis administradas;415358;
28/06/2021;Almería;Moderna;Dosis administradas;69637;
28/06/2021;Almería;AstraZeneca/Oxford;Dosis administradas;111244;
28/06/2021;Almería;Janssen;Dosis administradas;13400;
28/06/2021;Almería;Novavax;Dosis administradas;;
28/06/2021;Cádiz;TOTAL;Dosis administradas;1072235;
28/06/2021;Cádiz;Pfizer/BioNtech;Dosis administradas;779949;
28/06/2021;Cádiz;Moderna;Dosis administradas;80835;
28/06/2021;Cádiz;AstraZeneca/Oxford;Dosis administradas;183153;
28/06/2021;Cádiz;Janssen;Dosis administradas;28298;
28/06/2021;Cádiz;Novavax;Dosis administradas;;
28/06/2021;Córdoba;TOTAL;Dosis administradas;740311;
28/06/2021;Córdoba;Pfizer/BioNtech;Dosis administradas;524759;
28/06/2021;Córdoba;Moderna;Dosis administradas;66262;
28/06/2021;Córdoba;AstraZeneca/Oxford;Dosis administradas;134222;
28/06/2021;Córdoba;Janssen;Dosis administradas;15068;
28/06/2021;Córdoba;Novavax;Dosis administradas;;
28/06/2021;Granada;TOTAL;Dosis administradas;801424;
28/06/2021;Granada;Pfizer/BioNtech;Dosis administradas;571245;
28/06/2021;Granada;Moderna;Dosis administradas;79150;
28/06/2021;Granada;AstraZeneca/Oxford;Dosis administradas;142648;
28/06/2021;Granada;Janssen;Dosis administradas;8381;
28/06/2021;Granada;Novavax;Dosis administradas;;
28/06/2021;Huelva;TOTAL;Dosis administradas;437603;
28/06/2021;Huelva;Pfizer/BioNtech;Dosis administradas;297375;
28/06/2021;Huelva;Moderna;Dosis administradas;41576;
28/06/2021;Huelva;AstraZeneca/Oxford;Dosis administradas;83541;
28/06/2021;Huelva;Janssen;Dosis administradas;15111;
28/06/2021;Huelva;Novavax;Dosis administradas;;
28/06/2021;Jaén;TOTAL;Dosis administradas;570836;
28/06/2021;Jaén;Pfizer/BioNtech;Dosis administradas;400435;
28/06/2021;Jaén;Moderna;Dosis administradas;55031;
28/06/2021;Jaén;AstraZeneca/Oxford;Dosis administradas;104842;
28/06/2021;Jaén;Janssen;Dosis administradas;10528;
28/06/2021;Jaén;Novavax;Dosis administradas;;
28/06/2021;Málaga;TOTAL;Dosis administradas;1388360;
28/06/2021;Málaga;Pfizer/BioNtech;Dosis administradas;1036588;
28/06/2021;Málaga;Moderna;Dosis administradas;109039;
28/06/2021;Málaga;AstraZeneca/Oxford;Dosis administradas;225887;
28/06/2021;Málaga;Janssen;Dosis administradas;16846;
28/06/2021;Málaga;Novavax;Dosis administradas;;
28/06/2021;Sevilla;TOTAL;Dosis administradas;1646186;
28/06/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1197204;
28/06/2021;Sevilla;Moderna;Dosis administradas;144731;
28/06/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;273754;
28/06/2021;Sevilla;Janssen;Dosis administradas;30497;
28/06/2021;Sevilla;Novavax;Dosis administradas;;
25/06/2021;Andalucía;TOTAL;Dosis administradas;7066940;
25/06/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;5101699;
25/06/2021;Andalucía;Moderna;Dosis administradas;627743;
25/06/2021;Andalucía;AstraZeneca/Oxford;Dosis administradas;1204731;
25/06/2021;Andalucía;Janssen;Dosis administradas;132767;
25/06/2021;Andalucía;Novavax;Dosis administradas;;
25/06/2021;Almería;TOTAL;Dosis administradas;589494;
25/06/2021;Almería;Pfizer/BioNtech;Dosis administradas;402865;
25/06/2021;Almería;Moderna;Dosis administradas;67447;
25/06/2021;Almería;AstraZeneca/Oxford;Dosis administradas;105850;
25/06/2021;Almería;Janssen;Dosis administradas;13332;
25/06/2021;Almería;Novavax;Dosis administradas;;
25/06/2021;Cádiz;TOTAL;Dosis administradas;1038240;
25/06/2021;Cádiz;Pfizer/BioNtech;Dosis administradas;757537;
25/06/2021;Cádiz;Moderna;Dosis administradas;79824;
25/06/2021;Cádiz;AstraZeneca/Oxford;Dosis administradas;173412;
25/06/2021;Cádiz;Janssen;Dosis administradas;27467;
25/06/2021;Cádiz;Novavax;Dosis administradas;;
25/06/2021;Córdoba;TOTAL;Dosis administradas;715431;
25/06/2021;Córdoba;Pfizer/BioNtech;Dosis administradas;513727;
25/06/2021;Córdoba;Moderna;Dosis administradas;64816;
25/06/2021;Córdoba;AstraZeneca/Oxford;Dosis administradas;122257;
25/06/2021;Córdoba;Janssen;Dosis administradas;14631;
25/06/2021;Córdoba;Novavax;Dosis administradas;;
25/06/2021;Granada;TOTAL;Dosis administradas;786996;
25/06/2021;Granada;Pfizer/BioNtech;Dosis administradas;561968;
25/06/2021;Granada;Moderna;Dosis administradas;78172;
25/06/2021;Granada;AstraZeneca/Oxford;Dosis administradas;138943;
25/06/2021;Granada;Janssen;Dosis administradas;7913;
25/06/2021;Granada;Novavax;Dosis administradas;;
25/06/2021;Huelva;TOTAL;Dosis administradas;426033;
25/06/2021;Huelva;Pfizer/BioNtech;Dosis administradas;289786;
25/06/2021;Huelva;Moderna;Dosis administradas;41125;
25/06/2021;Huelva;AstraZeneca/Oxford;Dosis administradas;80198;
25/06/2021;Huelva;Janssen;Dosis administradas;14924;
25/06/2021;Huelva;Novavax;Dosis administradas;;
25/06/2021;Jaén;TOTAL;Dosis administradas;556494;
25/06/2021;Jaén;Pfizer/BioNtech;Dosis administradas;393331;
25/06/2021;Jaén;Moderna;Dosis administradas;50617;
25/06/2021;Jaén;AstraZeneca/Oxford;Dosis administradas;102361;
25/06/2021;Jaén;Janssen;Dosis administradas;10185;
25/06/2021;Jaén;Novavax;Dosis administradas;;
25/06/2021;Málaga;TOTAL;Dosis administradas;1350524;
25/06/2021;Málaga;Pfizer/BioNtech;Dosis administradas;1014893;
25/06/2021;Málaga;Moderna;Dosis administradas;104582;
25/06/2021;Málaga;AstraZeneca/Oxford;Dosis administradas;214674;
25/06/2021;Málaga;Janssen;Dosis administradas;16375;
25/06/2021;Málaga;Novavax;Dosis administradas;;
25/06/2021;Sevilla;TOTAL;Dosis administradas;1603728;
25/06/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1167592;
25/06/2021;Sevilla;Moderna;Dosis administradas;141160;
25/06/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;267036;
25/06/2021;Sevilla;Janssen;Dosis administradas;27940;
25/06/2021;Sevilla;Novavax;Dosis administradas;;
24/06/2021;Andalucía;TOTAL;Dosis administradas;6915255;
24/06/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;4991915;
24/06/2021;Andalucía;Moderna;Dosis administradas;613296;
24/06/2021;Andalucía;AstraZeneca/Oxford;Dosis administradas;1181166;
24/06/2021;Andalucía;Janssen;Dosis administradas;128878;
24/06/2021;Andalucía;Novavax;Dosis administradas;;
24/06/2021;Almería;TOTAL;Dosis administradas;577067;
24/06/2021;Almería;Pfizer/BioNtech;Dosis administradas;395028;
24/06/2021;Almería;Moderna;Dosis administradas;65519;
24/06/2021;Almería;AstraZeneca/Oxford;Dosis administradas;103656;
24/06/2021;Almería;Janssen;Dosis administradas;12864;
24/06/2021;Almería;Novavax;Dosis administradas;;
24/06/2021;Cádiz;TOTAL;Dosis administradas;1018318;
24/06/2021;Cádiz;Pfizer/BioNtech;Dosis administradas;741751;
24/06/2021;Cádiz;Moderna;Dosis administradas;78534;
24/06/2021;Cádiz;AstraZeneca/Oxford;Dosis administradas;171065;
24/06/2021;Cádiz;Janssen;Dosis administradas;26968;
24/06/2021;Cádiz;Novavax;Dosis administradas;;
24/06/2021;Córdoba;TOTAL;Dosis administradas;699088;
24/06/2021;Córdoba;Pfizer/BioNtech;Dosis administradas;500588;
24/06/2021;Córdoba;Moderna;Dosis administradas;63119;
24/06/2021;Córdoba;AstraZeneca/Oxford;Dosis administradas;121125;
24/06/2021;Córdoba;Janssen;Dosis administradas;14256;
24/06/2021;Córdoba;Novavax;Dosis administradas;;
24/06/2021;Granada;TOTAL;Dosis administradas;773227;
24/06/2021;Granada;Pfizer/BioNtech;Dosis administradas;552363;
24/06/2021;Granada;Moderna;Dosis administradas;77134;
24/06/2021;Granada;AstraZeneca/Oxford;Dosis administradas;136185;
24/06/2021;Granada;Janssen;Dosis administradas;7545;
24/06/2021;Granada;Novavax;Dosis administradas;;
24/06/2021;Huelva;TOTAL;Dosis administradas;416173;
24/06/2021;Huelva;Pfizer/BioNtech;Dosis administradas;282254;
24/06/2021;Huelva;Moderna;Dosis administradas;40635;
24/06/2021;Huelva;AstraZeneca/Oxford;Dosis administradas;78982;
24/06/2021;Huelva;Janssen;Dosis administradas;14302;
24/06/2021;Huelva;Novavax;Dosis administradas;;
24/06/2021;Jaén;TOTAL;Dosis administradas;545509;
24/06/2021;Jaén;Pfizer/BioNtech;Dosis administradas;385728;
24/06/2021;Jaén;Moderna;Dosis administradas;49969;
24/06/2021;Jaén;AstraZeneca/Oxford;Dosis administradas;99789;
24/06/2021;Jaén;Janssen;Dosis administradas;10023;
24/06/2021;Jaén;Novavax;Dosis administradas;;
24/06/2021;Málaga;TOTAL;Dosis administradas;1319430;
24/06/2021;Málaga;Pfizer/BioNtech;Dosis administradas;993483;
24/06/2021;Málaga;Moderna;Dosis administradas;100352;
24/06/2021;Málaga;AstraZeneca/Oxford;Dosis administradas;209755;
24/06/2021;Málaga;Janssen;Dosis administradas;15840;
24/06/2021;Málaga;Novavax;Dosis administradas;;
24/06/2021;Sevilla;TOTAL;Dosis administradas;1566443;
24/06/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1140720;
24/06/2021;Sevilla;Moderna;Dosis administradas;138034;
24/06/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;260609;
24/06/2021;Sevilla;Janssen;Dosis administradas;27080;
24/06/2021;Sevilla;Novavax;Dosis administradas;;
23/06/2021;Andalucía;TOTAL;Dosis administradas;6763150;
23/06/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;4889898;
23/06/2021;Andalucía;Moderna;Dosis administradas;596217;
23/06/2021;Andalucía;AstraZeneca/Oxford;Dosis administradas;1152010;
23/06/2021;Andalucía;Janssen;Dosis administradas;125025;
23/06/2021;Andalucía;Novavax;Dosis administradas;;
23/06/2021;Almería;TOTAL;Dosis administradas;563715;
23/06/2021;Almería;Pfizer/BioNtech;Dosis administradas;387139;
23/06/2021;Almería;Moderna;Dosis administradas;63358;
23/06/2021;Almería;AstraZeneca/Oxford;Dosis administradas;101191;
23/06/2021;Almería;Janssen;Dosis administradas;12027;
23/06/2021;Almería;Novavax;Dosis administradas;;
23/06/2021;Cádiz;TOTAL;Dosis administradas;995917;
23/06/2021;Cádiz;Pfizer/BioNtech;Dosis administradas;724854;
23/06/2021;Cádiz;Moderna;Dosis administradas;76735;
23/06/2021;Cádiz;AstraZeneca/Oxford;Dosis administradas;167788;
23/06/2021;Cádiz;Janssen;Dosis administradas;26540;
23/06/2021;Cádiz;Novavax;Dosis administradas;;
23/06/2021;Córdoba;TOTAL;Dosis administradas;683851;
23/06/2021;Córdoba;Pfizer/BioNtech;Dosis administradas;489311;
23/06/2021;Córdoba;Moderna;Dosis administradas;61975;
23/06/2021;Córdoba;AstraZeneca/Oxford;Dosis administradas;118348;
23/06/2021;Córdoba;Janssen;Dosis administradas;14217;
23/06/2021;Córdoba;Novavax;Dosis administradas;;
23/06/2021;Granada;TOTAL;Dosis administradas;755740;
23/06/2021;Granada;Pfizer/BioNtech;Dosis administradas;540436;
23/06/2021;Granada;Moderna;Dosis administradas;76450;
23/06/2021;Granada;AstraZeneca/Oxford;Dosis administradas;131775;
23/06/2021;Granada;Janssen;Dosis administradas;7079;
23/06/2021;Granada;Novavax;Dosis administradas;;
23/06/2021;Huelva;TOTAL;Dosis administradas;406764;
23/06/2021;Huelva;Pfizer/BioNtech;Dosis administradas;276379;
23/06/2021;Huelva;Moderna;Dosis administradas;39374;
23/06/2021;Huelva;AstraZeneca/Oxford;Dosis administradas;77113;
23/06/2021;Huelva;Janssen;Dosis administradas;13898;
23/06/2021;Huelva;Novavax;Dosis administradas;;
23/06/2021;Jaén;TOTAL;Dosis administradas;534499;
23/06/2021;Jaén;Pfizer/BioNtech;Dosis administradas;380076;
23/06/2021;Jaén;Moderna;Dosis administradas;48420;
23/06/2021;Jaén;AstraZeneca/Oxford;Dosis administradas;96126;
23/06/2021;Jaén;Janssen;Dosis administradas;9877;
23/06/2021;Jaén;Novavax;Dosis administradas;;
23/06/2021;Málaga;TOTAL;Dosis administradas;1285378;
23/06/2021;Málaga;Pfizer/BioNtech;Dosis administradas;969757;
23/06/2021;Málaga;Moderna;Dosis administradas;95031;
23/06/2021;Málaga;AstraZeneca/Oxford;Dosis administradas;205223;
23/06/2021;Málaga;Janssen;Dosis administradas;15367;
23/06/2021;Málaga;Novavax;Dosis administradas;;
23/06/2021;Sevilla;TOTAL;Dosis administradas;1537286;
23/06/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1121946;
23/06/2021;Sevilla;Moderna;Dosis administradas;134874;
23/06/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;254446;
23/06/2021;Sevilla;Janssen;Dosis administradas;26020;
23/06/2021;Sevilla;Novavax;Dosis administradas;;
22/06/2021;Andalucía;TOTAL;Dosis administradas;6630838;
22/06/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;4794308;
22/06/2021;Andalucía;Moderna;Dosis administradas;585906;
22/06/2021;Andalucía;AstraZeneca/Oxford;Dosis administradas;1130299;
22/06/2021;Andalucía;Janssen;Dosis administradas;120325;
22/06/2021;Andalucía;Novavax;Dosis administradas;;
22/06/2021;Almería;TOTAL;Dosis administradas;549354;
22/06/2021;Almería;Pfizer/BioNtech;Dosis administradas;378090;
22/06/2021;Almería;Moderna;Dosis administradas;62558;
22/06/2021;Almería;AstraZeneca/Oxford;Dosis administradas;97367;
22/06/2021;Almería;Janssen;Dosis administradas;11339;
22/06/2021;Almería;Novavax;Dosis administradas;;
22/06/2021;Cádiz;TOTAL;Dosis administradas;975239;
22/06/2021;Cádiz;Pfizer/BioNtech;Dosis administradas;708770;
22/06/2021;Cádiz;Moderna;Dosis administradas;75094;
22/06/2021;Cádiz;AstraZeneca/Oxford;Dosis administradas;165719;
22/06/2021;Cádiz;Janssen;Dosis administradas;25656;
22/06/2021;Cádiz;Novavax;Dosis administradas;;
22/06/2021;Córdoba;TOTAL;Dosis administradas;669643;
22/06/2021;Córdoba;Pfizer/BioNtech;Dosis administradas;478283;
22/06/2021;Córdoba;Moderna;Dosis administradas;61232;
22/06/2021;Córdoba;AstraZeneca/Oxford;Dosis administradas;116151;
22/06/2021;Córdoba;Janssen;Dosis administradas;13977;
22/06/2021;Córdoba;Novavax;Dosis administradas;;
22/06/2021;Granada;TOTAL;Dosis administradas;741078;
22/06/2021;Granada;Pfizer/BioNtech;Dosis administradas;528815;
22/06/2021;Granada;Moderna;Dosis administradas;75653;
22/06/2021;Granada;AstraZeneca/Oxford;Dosis administradas;129911;
22/06/2021;Granada;Janssen;Dosis administradas;6699;
22/06/2021;Granada;Novavax;Dosis administradas;;
22/06/2021;Huelva;TOTAL;Dosis administradas;399383;
22/06/2021;Huelva;Pfizer/BioNtech;Dosis administradas;272251;
22/06/2021;Huelva;Moderna;Dosis administradas;38923;
22/06/2021;Huelva;AstraZeneca/Oxford;Dosis administradas;74652;
22/06/2021;Huelva;Janssen;Dosis administradas;13557;
22/06/2021;Huelva;Novavax;Dosis administradas;;
22/06/2021;Jaén;TOTAL;Dosis administradas;526033;
22/06/2021;Jaén;Pfizer/BioNtech;Dosis administradas;374682;
22/06/2021;Jaén;Moderna;Dosis administradas;48407;
22/06/2021;Jaén;AstraZeneca/Oxford;Dosis administradas;93148;
22/06/2021;Jaén;Janssen;Dosis administradas;9796;
22/06/2021;Jaén;Novavax;Dosis administradas;;
22/06/2021;Málaga;TOTAL;Dosis administradas;1260100;
22/06/2021;Málaga;Pfizer/BioNtech;Dosis administradas;950473;
22/06/2021;Málaga;Moderna;Dosis administradas;92707;
22/06/2021;Málaga;AstraZeneca/Oxford;Dosis administradas;202360;
22/06/2021;Málaga;Janssen;Dosis administradas;14560;
22/06/2021;Málaga;Novavax;Dosis administradas;;
22/06/2021;Sevilla;TOTAL;Dosis administradas;1510008;
22/06/2021;Sevilla;Pfizer/BioNtech;Dosis administradas;1102944;
22/06/2021;Sevilla;Moderna;Dosis administradas;131332;
22/06/2021;Sevilla;AstraZeneca/Oxford;Dosis administradas;250991;
22/06/2021;Sevilla;Janssen;Dosis administradas;24741;
22/06/2021;Sevilla;Novavax;Dosis administradas;;
21/06/2021;Andalucía;TOTAL;Dosis administradas;6515680;
21/06/2021;Andalucía;Pfizer/BioNtech;Dosis administradas;4707383;
